ch0
1316.83
1316.52
1317.74
1314.23
1316.37
1315.3
1316.68
1316.37
1316.83
1315.91
1314.84
1315.76
1318.05
1315.3
1315.61
1314.23
1316.37
1315.76
1313.62
1315.15
1315.3
1315.91
1317.9
1315
1316.68
1318.2
1315.91
1316.37
1315.61
1317.29
1315.46
1315.46
1317.44
1314.69
1317.74
1316.68
1316.07
1318.51
1315.61
1317.13
1316.37
1316.52
1318.66
1314.69
1315.3
1315.15
1314.84
1316.83
1314.69
1314.39
1314.54
1314.23
1315.15
1313.32
1313.93
1314.39
1314.69
1314.08
1311.49
1312.71
1312.86
1313.17
1316.37
1313.01
1313.62
1313.47
1314.39
1315.46
1311.95
1313.62
1313.78
1315.46
1313.62
1313.32
1312.86
1316.07
1315
1316.98
1314.23
1315.15
1314.39
1314.39
1317.44
1313.01
1316.22
1314.23
1314.23
1315.61
1313.17
1317.74
1315.3
1315.61
1315.61
1316.22
1315.3
1316.52
1315.91
1316.83
1316.52
1316.07
1315.91
1318.81
1317.29
1314.39
1315.3
1317.13
1315.61
1316.52
1315.61
1315
1318.05
1314.39
1316.83
1313.93
1314.84
1316.68
1314.54
1315.61
1313.17
1315.3
1314.69
1315
1317.29
1314.23
1313.93
1315.76
1316.07
1317.44
1315.76
1315.15
1318.96
1315
1317.44
1315.76
1315.91
1317.13
1316.83
1318.2
1314.69
1316.07
1316.07
1316.07
1317.29
1316.37
1316.37
1314.54
1316.07
1317.59
1315.15
1313.62
1315.3
1315.3
1317.44
1315.76
1316.52
1313.17
1314.54
1316.83
1314.84
1313.78
1314.23
1318.35
1316.68
1313.93
1317.9
1316.37
1316.37
1317.9
1316.68
1316.83
1315.76
1314.84
1317.9
1316.98
1316.98
1316.83
1315.76
1315.76
1315
1315.91
1317.29
1316.22
1318.66
1314.69
1315.61
1318.2
1317.29
1318.66
1314.69
1316.68
1315.61
1316.83
1318.96
1314.39
1319.88
1320.34
1316.83
1318.35
1316.37
1314.39
1315.91
1315.15
1317.44
1313.62
1316.83
1314.54
1316.07
1318.35
1314.54
1316.22
1315.15
1316.83
1318.05
1314.84
1314.69
1314.08
1316.52
1316.98
1314.54
1316.52
1314.08
1316.22
1317.59
1313.47
1315.61
1315.15
1316.68
1316.52
1316.22
1315.46
1316.07
1314.69
1316.83
1314.84
1316.83
1316.22
1315.76
1316.98
1316.22
1316.22
1316.52
1315.91
1318.35
1314.84
1316.37
1315.76
1315.91
1316.98
1314.69
1317.44
1315.46
1315
1317.44
1315.46
1316.37
1313.78
1317.44
1319.73
1316.07
1317.44
1315.3
1315.91
1316.83
1315.91
1317.29
1321.56
1316.83
1320.03
1316.52
1317.44
1318.05
1317.59
1318.96
1319.12
1316.22
1318.96
1316.22
1317.74
1314.23
1317.9
1316.98
1315.46
1317.74
1315.3
1315.46
1316.07
1317.44
1318.81
1314.84
1316.37
1315
1316.22
1318.35
1314.54
1317.13
1319.88
1315.15
1316.22
1314.69
1316.22
1316.98
1315.3
1317.59
1316.37
1315.61
1316.52
1315.3
1316.98
1313.93
1317.74
1316.37
1316.68
1317.44
1316.22
1315.15
1316.98
1317.74
1319.12
1317.29
1317.59
1318.05
1318.81
1318.51
1315.3
1316.83
1324.92
1317.13
1318.51
1316.22
1317.59
1317.44
1317.59
1317.44
1317.74
1318.66
1317.44
1317.59
1315.91
1314.54
1316.83
1316.07
1315.3
1317.44
1315.15
1315.15
1316.98
1317.13
1317.9
1316.83
1316.37
1317.59
1315.61
1317.29
1317.13
1316.68
1316.83
1321.86
1318.81
1315.61
1315.61
1317.9
1315.46
1316.37
1315.91
1317.29
1314.69
1318.66
1318.05
1313.93
1318.05
1316.68
1315.61
1316.68
1313.62
1316.83
1316.07
1314.39
1316.52
1314.69
1315
1315.3
1315.76
1315.76
1313.78
1316.37
1322.17
1315.3
1316.83
1315.15
1316.22
1317.29
1317.29
1316.07
1314.54
1314.84
1315.3
1317.29
1318.35
1315
1316.98
1317.29
1316.98
1317.13
1317.29
1317.74
1316.52
1315.3
1319.58
1315.3
1317.13
1317.44
1316.07
1316.22
1315.76
1315.3
1315.76
1315.46
1316.98
1316.22
1317.9
1317.29
1314.39
1317.59
1312.71
1316.22
1315.15
1315.61
1314.84
1314.39
1315.91
1316.37
1313.62
1318.51
1314.08
1313.78
1315.15
1314.69
1315.76
1314.69
1316.83
1316.22
1316.83
1317.13
1313.01
1314.23
1316.37
1316.68
1315.91
1314.84
1315.46
1316.68
1316.07
1317.74
1314.54
1315.15
1320.19
1315.91
1316.22
1315.3
1313.62
1315.91
1316.37
1315.46
1315.3
1316.37
1316.52
1316.07
1317.44
1312.71
1315.91
1317.13
1315.91
1317.13
1314.08
1312.56
1315.91
1315.46
1315.76
1315.91
1315.3
1316.37
1314.23
1312.71
1315.61
1314.39
1320.8
1316.52
1314.23
1314.69
1315
1313.01
1313.62
1314.84
1314.23
1314.23
1313.62
1313.62
1315.61
1312.86
1313.47
1315.91
1313.17
1315.46
1313.78
1313.17
1314.23
1312.4
1314.39
1314.23
1314.39
1312.71
1314.08
1314.54
1310.88
1311.03
1319.42
1312.71
1313.78
1311.95
1311.64
1312.86
1312.71
1313.47
1312.86
1312.4
1312.1
1313.17
1312.25
1312.71
1313.32
1312.4
1314.54
1313.93
1312.1
1315.91
1320.19
1314.84
1315.76
1313.78
1315.3
1314.84
1315.46
1316.83
1314.23
1316.52
1315.76
1315.3
1315.61
1312.25
1314.39
1315.3
1315.15
1312.56
1314.84
1315.3
1314.23
1315
1315.61
1315.15
1313.93
1313.78
1313.93
1315.91
1313.32
1314.69
1314.69
1313.47
1314.69
1312.4
1313.32
1315.3
1315
1316.22
1311.18
1314.54
1314.23
1313.93
1316.22
1314.54
1312.71
1312.71
1312.71
1314.23
1313.01
1313.47
1316.37
1315.3
1316.22
1314.54
1313.78
1315.3
1313.93
1315.76
1315.61
1314.23
1314.39
1314.39
1315
1312.71
1313.17
1316.07
1311.49
1316.07
1314.08
1313.47
1313.78
